Nilai_Matematika,Nilai_IPA,Nilai_Bahasa_Inggris,Minat,Bakat,Jurusan
77,89,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,88,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,92,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,91,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,88,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,90,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,88,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,90,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,90,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,88,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,91,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,89,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,91,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,91,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,89,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,90,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,91,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,93,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,92,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,90,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,89,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,88,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,89,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,91,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,90,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,90,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,89,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,90,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,93,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,91,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,91,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,92,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,91,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,90,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,90,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,93,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,90,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,93,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,88,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,91,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,91,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,91,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,91,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,93,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,93,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,89,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,93,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,89,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,91,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,90,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,92,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,88,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,91,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,89,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,89,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,93,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,89,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,90,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,88,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,91,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,88,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,90,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,93,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,92,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,90,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,92,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,90,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,93,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,89,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,90,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,89,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,89,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,92,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,89,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,89,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,89,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,88,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,91,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,89,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,90,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,88,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,90,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,89,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,89,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,88,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,89,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,90,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,89,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,89,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,89,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,91,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,89,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,89,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,93,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,89,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,90,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,88,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,91,95,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,91,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,90,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,90,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,90,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,89,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,88,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,88,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,89,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,91,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,93,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,88,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,91,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,88,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,89,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,90,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,89,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,90,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,88,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,88,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,88,88,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,93,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,88,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,89,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,89,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,88,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
76,93,92,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,90,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
80,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,93,96,Kesehatan,Komunikatif,Kesehatan Masyarakat
77,90,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,90,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,93,93,Kesehatan,Komunikatif,Kesehatan Masyarakat
79,90,97,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,94,Kesehatan,Komunikatif,Kesehatan Masyarakat
75,91,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,91,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,92,90,Kesehatan,Komunikatif,Kesehatan Masyarakat
78,91,89,Kesehatan,Komunikatif,Kesehatan Masyarakat
71,64,98,Sosial,Komunikatif,Psikologi
69,70,97,Sosial,Komunikatif,Psikologi
73,64,98,Sosial,Komunikatif,Psikologi
71,62,100,Sosial,Komunikatif,Psikologi
71,68,100,Sosial,Komunikatif,Psikologi
71,69,95,Sosial,Komunikatif,Psikologi
72,67,98,Sosial,Komunikatif,Psikologi
73,64,96,Sosial,Komunikatif,Psikologi
67,62,95,Sosial,Komunikatif,Psikologi
70,66,100,Sosial,Komunikatif,Psikologi
75,70,98,Sosial,Komunikatif,Psikologi
70,60,96,Sosial,Komunikatif,Psikologi
65,63,95,Sosial,Komunikatif,Psikologi
70,64,97,Sosial,Komunikatif,Psikologi
65,65,99,Sosial,Komunikatif,Psikologi
75,69,100,Sosial,Komunikatif,Psikologi
65,61,96,Sosial,Komunikatif,Psikologi
69,63,95,Sosial,Komunikatif,Psikologi
70,64,99,Sosial,Komunikatif,Psikologi
69,61,98,Sosial,Komunikatif,Psikologi
73,62,99,Sosial,Komunikatif,Psikologi
72,63,99,Sosial,Komunikatif,Psikologi
72,62,98,Sosial,Komunikatif,Psikologi
68,60,96,Sosial,Komunikatif,Psikologi
71,68,98,Sosial,Komunikatif,Psikologi
66,67,100,Sosial,Komunikatif,Psikologi
75,60,99,Sosial,Komunikatif,Psikologi
67,69,100,Sosial,Komunikatif,Psikologi
74,68,95,Sosial,Komunikatif,Psikologi
69,60,96,Sosial,Komunikatif,Psikologi
75,69,97,Sosial,Komunikatif,Psikologi
67,62,99,Sosial,Komunikatif,Psikologi
71,66,96,Sosial,Komunikatif,Psikologi
70,61,100,Sosial,Komunikatif,Psikologi
65,65,96,Sosial,Komunikatif,Psikologi
75,62,99,Sosial,Komunikatif,Psikologi
69,67,95,Sosial,Komunikatif,Psikologi
69,62,97,Sosial,Komunikatif,Psikologi
75,62,96,Sosial,Komunikatif,Psikologi
75,64,97,Sosial,Komunikatif,Psikologi
73,69,95,Sosial,Komunikatif,Psikologi
68,61,100,Sosial,Komunikatif,Psikologi
69,69,95,Sosial,Komunikatif,Psikologi
65,60,99,Sosial,Komunikatif,Psikologi
71,64,98,Sosial,Komunikatif,Psikologi
73,68,99,Sosial,Komunikatif,Psikologi
75,62,96,Sosial,Komunikatif,Psikologi
74,66,97,Sosial,Komunikatif,Psikologi
73,62,96,Sosial,Komunikatif,Psikologi
70,63,98,Sosial,Komunikatif,Psikologi
72,66,99,Sosial,Komunikatif,Psikologi
70,64,99,Sosial,Komunikatif,Psikologi
66,62,98,Sosial,Komunikatif,Psikologi
71,60,97,Sosial,Komunikatif,Psikologi
73,67,100,Sosial,Komunikatif,Psikologi
73,64,96,Sosial,Komunikatif,Psikologi
73,61,98,Sosial,Komunikatif,Psikologi
74,67,97,Sosial,Komunikatif,Psikologi
74,66,95,Sosial,Komunikatif,Psikologi
72,69,96,Sosial,Komunikatif,Psikologi
71,68,99,Sosial,Komunikatif,Psikologi
69,63,96,Sosial,Komunikatif,Psikologi
72,62,99,Sosial,Komunikatif,Psikologi
65,61,99,Sosial,Komunikatif,Psikologi
73,69,97,Sosial,Komunikatif,Psikologi
73,69,99,Sosial,Komunikatif,Psikologi
67,63,95,Sosial,Komunikatif,Psikologi
67,63,99,Sosial,Komunikatif,Psikologi
70,61,96,Sosial,Komunikatif,Psikologi
67,61,96,Sosial,Komunikatif,Psikologi
75,70,100,Sosial,Komunikatif,Psikologi
75,68,98,Sosial,Komunikatif,Psikologi
71,66,95,Sosial,Komunikatif,Psikologi
66,60,98,Sosial,Komunikatif,Psikologi
74,62,96,Sosial,Komunikatif,Psikologi
67,64,100,Sosial,Komunikatif,Psikologi
72,61,98,Sosial,Komunikatif,Psikologi
72,61,97,Sosial,Komunikatif,Psikologi
72,69,96,Sosial,Komunikatif,Psikologi
73,65,96,Sosial,Komunikatif,Psikologi
68,65,96,Sosial,Komunikatif,Psikologi
68,70,96,Sosial,Komunikatif,Psikologi
75,70,99,Sosial,Komunikatif,Psikologi
66,67,96,Sosial,Komunikatif,Psikologi
71,65,99,Sosial,Komunikatif,Psikologi
70,69,96,Sosial,Komunikatif,Psikologi
73,64,100,Sosial,Komunikatif,Psikologi
68,68,100,Sosial,Komunikatif,Psikologi
71,65,98,Sosial,Komunikatif,Psikologi
74,62,96,Sosial,Komunikatif,Psikologi
68,65,97,Sosial,Komunikatif,Psikologi
73,62,97,Sosial,Komunikatif,Psikologi
65,64,97,Sosial,Komunikatif,Psikologi
71,61,98,Sosial,Komunikatif,Psikologi
71,65,99,Sosial,Komunikatif,Psikologi
71,62,100,Sosial,Komunikatif,Psikologi
65,64,95,Sosial,Komunikatif,Psikologi
70,62,95,Sosial,Komunikatif,Psikologi
73,70,97,Sosial,Komunikatif,Psikologi
71,68,95,Sosial,Komunikatif,Psikologi
67,64,100,Sosial,Komunikatif,Psikologi
67,63,98,Sosial,Komunikatif,Psikologi
74,60,95,Sosial,Komunikatif,Psikologi
65,68,97,Sosial,Komunikatif,Psikologi
73,66,100,Sosial,Komunikatif,Psikologi
65,61,96,Sosial,Komunikatif,Psikologi
66,65,98,Sosial,Komunikatif,Psikologi
73,65,95,Sosial,Komunikatif,Psikologi
73,60,99,Sosial,Komunikatif,Psikologi
68,62,100,Sosial,Komunikatif,Psikologi
66,67,99,Sosial,Komunikatif,Psikologi
75,69,96,Sosial,Komunikatif,Psikologi
73,69,99,Sosial,Komunikatif,Psikologi
70,69,97,Sosial,Komunikatif,Psikologi
75,68,96,Sosial,Komunikatif,Psikologi
68,65,96,Sosial,Komunikatif,Psikologi
69,63,97,Sosial,Komunikatif,Psikologi
69,62,100,Sosial,Komunikatif,Psikologi
75,62,99,Sosial,Komunikatif,Psikologi
71,70,98,Sosial,Komunikatif,Psikologi
68,65,95,Sosial,Komunikatif,Psikologi
72,62,98,Sosial,Komunikatif,Psikologi
75,68,98,Sosial,Komunikatif,Psikologi
69,60,97,Sosial,Komunikatif,Psikologi
68,65,95,Sosial,Komunikatif,Psikologi
67,60,97,Sosial,Komunikatif,Psikologi
68,64,96,Sosial,Komunikatif,Psikologi
73,64,99,Sosial,Komunikatif,Psikologi
65,62,97,Sosial,Komunikatif,Psikologi
70,67,100,Sosial,Komunikatif,Psikologi
72,66,97,Sosial,Komunikatif,Psikologi
69,66,98,Sosial,Komunikatif,Psikologi
73,64,95,Sosial,Komunikatif,Psikologi
72,65,99,Sosial,Komunikatif,Psikologi
68,68,96,Sosial,Komunikatif,Psikologi
74,64,100,Sosial,Komunikatif,Psikologi
75,64,97,Sosial,Komunikatif,Psikologi
70,69,97,Sosial,Komunikatif,Psikologi
69,66,97,Sosial,Komunikatif,Psikologi
67,65,96,Sosial,Komunikatif,Psikologi
70,62,99,Sosial,Komunikatif,Psikologi
66,66,99,Sosial,Komunikatif,Psikologi
73,66,99,Sosial,Komunikatif,Psikologi
68,70,98,Sosial,Komunikatif,Psikologi
65,64,95,Sosial,Komunikatif,Psikologi
65,67,100,Sosial,Komunikatif,Psikologi
67,66,96,Sosial,Komunikatif,Psikologi
68,60,97,Sosial,Komunikatif,Psikologi
75,60,96,Sosial,Komunikatif,Psikologi
75,63,100,Sosial,Komunikatif,Psikologi
69,68,98,Sosial,Komunikatif,Psikologi
68,66,98,Sosial,Komunikatif,Psikologi
69,61,98,Sosial,Komunikatif,Psikologi
68,65,97,Sosial,Komunikatif,Psikologi
73,70,98,Sosial,Komunikatif,Psikologi
73,60,99,Sosial,Komunikatif,Psikologi
70,62,95,Sosial,Komunikatif,Psikologi
73,69,95,Sosial,Komunikatif,Psikologi
68,69,95,Sosial,Komunikatif,Psikologi
74,64,100,Sosial,Komunikatif,Psikologi
67,69,99,Sosial,Komunikatif,Psikologi
65,67,100,Sosial,Komunikatif,Psikologi
72,63,100,Sosial,Komunikatif,Psikologi
74,67,97,Sosial,Komunikatif,Psikologi
67,69,96,Sosial,Komunikatif,Psikologi
72,62,98,Sosial,Komunikatif,Psikologi
65,61,98,Sosial,Komunikatif,Psikologi
68,65,96,Sosial,Komunikatif,Psikologi
70,69,100,Sosial,Komunikatif,Psikologi
72,70,97,Sosial,Komunikatif,Psikologi
68,62,97,Sosial,Komunikatif,Psikologi
68,66,97,Sosial,Komunikatif,Psikologi
71,65,98,Sosial,Komunikatif,Psikologi
69,60,99,Sosial,Komunikatif,Psikologi
66,60,97,Sosial,Komunikatif,Psikologi
74,65,97,Sosial,Komunikatif,Psikologi
72,65,99,Sosial,Komunikatif,Psikologi
68,64,98,Sosial,Komunikatif,Psikologi
65,62,96,Sosial,Komunikatif,Psikologi
66,62,98,Sosial,Komunikatif,Psikologi
67,66,96,Sosial,Komunikatif,Psikologi
75,64,97,Sosial,Komunikatif,Psikologi
73,66,100,Sosial,Komunikatif,Psikologi
75,68,99,Sosial,Komunikatif,Psikologi
65,70,95,Sosial,Komunikatif,Psikologi
68,60,97,Sosial,Komunikatif,Psikologi
65,67,99,Sosial,Komunikatif,Psikologi
71,70,99,Sosial,Komunikatif,Psikologi
74,61,96,Sosial,Komunikatif,Psikologi
71,70,98,Sosial,Komunikatif,Psikologi
74,68,100,Sosial,Komunikatif,Psikologi
65,67,99,Sosial,Komunikatif,Psikologi
65,66,95,Sosial,Komunikatif,Psikologi
72,65,96,Sosial,Komunikatif,Psikologi
69,61,97,Sosial,Komunikatif,Psikologi
73,69,95,Sosial,Komunikatif,Psikologi
72,68,98,Sosial,Komunikatif,Psikologi
68,60,97,Sosial,Komunikatif,Psikologi
68,67,97,Sosial,Komunikatif,Psikologi
72,65,96,Sosial,Komunikatif,Psikologi
69,66,97,Sosial,Komunikatif,Psikologi
71,67,100,Sosial,Komunikatif,Psikologi
74,62,96,Sosial,Komunikatif,Psikologi
67,63,99,Sosial,Komunikatif,Psikologi
75,70,99,Sosial,Komunikatif,Psikologi
65,63,95,Sosial,Komunikatif,Psikologi
69,61,97,Sosial,Komunikatif,Psikologi
66,67,100,Sosial,Komunikatif,Psikologi
71,60,97,Sosial,Komunikatif,Psikologi
66,69,99,Sosial,Komunikatif,Psikologi
75,64,97,Sosial,Komunikatif,Psikologi
71,64,98,Sosial,Komunikatif,Psikologi
75,67,95,Sosial,Komunikatif,Psikologi
71,62,96,Sosial,Komunikatif,Psikologi
75,62,96,Sosial,Komunikatif,Psikologi
67,62,100,Sosial,Komunikatif,Psikologi
69,60,97,Sosial,Komunikatif,Psikologi
71,63,99,Sosial,Komunikatif,Psikologi
73,66,96,Sosial,Komunikatif,Psikologi
74,62,98,Sosial,Komunikatif,Psikologi
75,60,97,Sosial,Komunikatif,Psikologi
68,65,95,Sosial,Komunikatif,Psikologi
65,64,95,Sosial,Komunikatif,Psikologi
75,70,98,Sosial,Komunikatif,Psikologi
74,66,98,Sosial,Komunikatif,Psikologi
70,66,98,Sosial,Komunikatif,Psikologi
70,66,95,Sosial,Komunikatif,Psikologi
75,67,95,Sosial,Komunikatif,Psikologi
71,60,97,Sosial,Komunikatif,Psikologi
65,62,97,Sosial,Komunikatif,Psikologi
68,66,98,Sosial,Komunikatif,Psikologi
69,63,95,Sosial,Komunikatif,Psikologi
66,61,96,Sosial,Komunikatif,Psikologi
72,60,97,Sosial,Komunikatif,Psikologi
69,66,97,Sosial,Komunikatif,Psikologi
69,60,95,Sosial,Komunikatif,Psikologi
68,65,95,Sosial,Komunikatif,Psikologi
66,62,95,Sosial,Komunikatif,Psikologi
74,67,95,Sosial,Komunikatif,Psikologi
67,70,99,Sosial,Komunikatif,Psikologi
72,63,95,Sosial,Komunikatif,Psikologi
72,65,95,Sosial,Komunikatif,Psikologi
66,65,100,Sosial,Komunikatif,Psikologi
72,65,99,Sosial,Komunikatif,Psikologi
74,68,98,Sosial,Komunikatif,Psikologi
74,65,96,Sosial,Komunikatif,Psikologi
67,61,96,Sosial,Komunikatif,Psikologi
75,60,99,Sosial,Komunikatif,Psikologi
69,66,95,Sosial,Komunikatif,Psikologi
67,70,99,Sosial,Komunikatif,Psikologi
73,60,99,Sosial,Komunikatif,Psikologi
68,61,98,Sosial,Komunikatif,Psikologi
72,61,98,Sosial,Komunikatif,Psikologi
74,68,100,Sosial,Komunikatif,Psikologi
67,70,99,Sosial,Komunikatif,Psikologi
73,65,96,Sosial,Komunikatif,Psikologi
73,60,95,Sosial,Komunikatif,Psikologi
73,62,100,Sosial,Komunikatif,Psikologi
68,70,96,Sosial,Komunikatif,Psikologi
68,62,96,Sosial,Komunikatif,Psikologi
72,66,95,Sosial,Komunikatif,Psikologi
75,67,95,Sosial,Komunikatif,Psikologi
71,62,96,Sosial,Komunikatif,Psikologi
71,69,99,Sosial,Komunikatif,Psikologi
73,65,95,Sosial,Komunikatif,Psikologi
74,65,100,Sosial,Komunikatif,Psikologi
66,65,98,Sosial,Komunikatif,Psikologi
68,66,98,Sosial,Komunikatif,Psikologi
71,65,98,Sosial,Komunikatif,Psikologi
69,66,97,Sosial,Komunikatif,Psikologi
68,65,95,Sosial,Komunikatif,Psikologi
68,69,97,Sosial,Komunikatif,Psikologi
75,67,100,Sosial,Komunikatif,Psikologi
68,67,100,Sosial,Komunikatif,Psikologi
66,67,98,Sosial,Komunikatif,Psikologi
66,66,96,Sosial,Komunikatif,Psikologi
65,62,97,Sosial,Komunikatif,Psikologi
66,68,96,Sosial,Komunikatif,Psikologi
69,65,95,Sosial,Komunikatif,Psikologi
72,63,100,Sosial,Komunikatif,Psikologi
75,64,98,Sosial,Komunikatif,Psikologi
68,69,100,Sosial,Komunikatif,Psikologi
74,62,97,Sosial,Komunikatif,Psikologi
73,67,96,Sosial,Komunikatif,Psikologi
73,65,97,Sosial,Komunikatif,Psikologi
75,64,97,Sosial,Komunikatif,Psikologi
71,69,96,Sosial,Komunikatif,Psikologi
75,60,100,Sosial,Komunikatif,Psikologi
67,68,97,Sosial,Komunikatif,Psikologi
70,62,99,Sosial,Komunikatif,Psikologi
65,68,98,Sosial,Komunikatif,Psikologi
65,66,97,Sosial,Komunikatif,Psikologi
66,66,98,Sosial,Komunikatif,Psikologi
70,68,100,Sosial,Komunikatif,Psikologi
74,64,99,Sosial,Komunikatif,Psikologi
